GameType,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,TopBottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,result,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,game_type,home_away_park,day_pitch_count,count,games_started,count_type,pitch_category,fastball_velo_category,hbp,pa_count,pa_id,ab_count,contact_count,hit_count,total_bases,swing_count,pitch_take,true_strike_count,est_missed_strike_call,strike_height_category,strike_side_category,dz_pitch,ez_pitch,cz_pitch,hard_hit_count,singles_count,doubles_count,triples_count,homeruns_count,walks_count,strikeout_count,hbp_count,sf_count,swing_miss,gb_count,fb_count,ld_count,pop_count,batted_ball_direction,bb_pull_count,bb_oppo_count,bb_cent_count,dz_swing_pts_la,fair_ball_ev,batter_avg_ev,ev_residual,dz_swing_pts_ev,dz_swing_pts,dz_take_pts,cz_swing_pts,cz_take_pts,p_score,k_points,r_score,hard_hit_qab,hit_qab,ab_length,sacrifice,walk_hbp_qab,runner_moved,rbi_qab,qab_yesno
Scrimmage,9/27/2022,15:53:10,2,2,Nate Haberthier,haberna43,,Maryland,Matt Woods,woodsma53,,Maryland,,2,Top,0,0,1,Sinker,,StrikeSwinging,,,,,0,0,,91.82562,-1.53299,-3.12885,2268.73011,247.03842,2:15:00,5.54195,3.20422,7.13201,-24.93036,7.78673,13.69428,2.05004,1.46076,83.64363,-6.25271,-0.52702,0.41168,,,,,,,,,,,,-8.43361,4.72307,-2.98187,50,5.41772,6.87543,-133.48045,-4.34405,-15.12492,30.33016,-23.70365,Maryland,Maryland,shi01,NCAA D1,BIG10,85a9b74d-322b-480b-9da8-ea3113d671e4,03a6ee82-3e9e-11ed-a73d-713ee3b26288,91.99518,5.53992,3.20951,-1.50927,-3.19188,83.79035,2.05247,1.45579,-6.21915,-0.59496,0.41155,14.26983,6.38625,-23.99817,10.78187,2072.6176,-922.7094,91.35585,-0.35639,-0.40671,-0.84117,,,,,,,,,,,,,,,,,0.99752,1,,,high,medium,80.29632,-4.04892,54.18799,James Heffley,hefflja42,Maryland,Scrimmage,Home,16,0 - 1,0,HC,Fastball,92-95,,0,T 2 - 2 - 85a9b74d-322b-480b-9da8-ea3113d671e4,0,0,0,0,1,0,0,,Bottom-Third,,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,94.4998,,0,0,0,-1,0,-1,0,0,,0,0,,0,,0,
Scrimmage,9/27/2022,15:55:12,3,2,Nate Haberthier,haberna43,,Maryland,Bobby Zmarzlak,zmarzbo42,Right,Maryland,,2,Top,1,1,0,Sinker,,BallCalled,,,,,0,0,,89.7681,-0.74918,-4.52479,2270.02919,241.10166,2:00:00,5.60981,3.22625,6.36803,-25.68367,9.6535,13.00969,2.75426,1.38299,82.15568,-5.23526,0.11192,0.42785,,,,,,,,,,,,-8.26336,5.36846,-2.84287,50,5.52807,9.85136,-130.15603,-2.5933,-14.10575,28.56553,-23.00996,Maryland,Maryland,shi01,NCAA D1,BIG10,85a9b74d-322b-480b-9da8-ea3113d671e4,4c9f47b0-3e9e-11ed-bdcf-db1f13d33d16,89.94751,5.60798,3.23166,-0.72871,-4.58755,82.3025,2.75609,1.37901,-5.20564,0.04845,0.42771,13.59258,8.20208,-30.53006,17.10611,1955.31857,-1153.15298,86.13627,-0.41626,-0.50799,-0.7541,,,,,,,,,,,,,,,,,0.99743,1,,,high,high,74.6045,-1.94356,54.95197,James Heffley,hefflja42,Maryland,Scrimmage,Home,19,Jan-00,0,HC,Fastball,88-91,,0,T 2 - 3 - 85a9b74d-322b-480b-9da8-ea3113d671e4,0,0,0,0,0,1,0,,Middle-Third,,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,81.29081,,0,0,0,0,0.25,0.25,0,0,,0,0,,0,,0,
Scrimmage,9/27/2022,15:55:31,3,3,Nate Haberthier,haberna43,,Maryland,Bobby Zmarzlak,zmarzbo42,Right,Maryland,,2,Top,1,2,0,Slider,,BallCalled,,,,,0,0,,85.73281,-0.82781,-3.64873,2430.74373,223.54807,1:30:00,5.59649,3.01814,6.04146,-33.47474,5.51646,0.42058,1.9531,-1.22206,78.64659,-6.87963,-4.75936,0.44942,,,,,,,,,,,,-1.24051,3.13644,-2.68184,50,5.49541,7.91914,-124.41565,-2.96829,-1.94377,25.03943,-27.25954,Maryland,Maryland,shi01,NCAA D1,BIG10,85a9b74d-322b-480b-9da8-ea3113d671e4,5835fbc7-3e9e-11ed-92a1-af6303a7ae17,85.89075,5.59257,3.02242,-0.78227,-3.69933,78.77444,1.9564,-1.22505,-6.82642,-4.80696,0.44929,0.89503,3.85626,-83.1445,66.28287,290.14767,-2413.36474,11.93658,-0.08652,-0.99285,-0.08224,,,,,,,,,,,,,,,,,0.96922,1,,,high,high,30.3455,37.28149,55.27854,James Heffley,hefflja42,Maryland,Scrimmage,Home,20,Feb-00,0,HC,Breaking,,,0,T 2 - 3 - 85a9b74d-322b-480b-9da8-ea3113d671e4,0,0,0,0,0,1,0,,Bottom-Third,,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,81.29081,,0,0,0,0,0.25,0.25,0,0,,0,0,,0,,0,
Scrimmage,9/27/2022,15:56:57,4,1,Nate Haberthier,haberna43,,Maryland,Kevin Keister,keistke42,Right,Maryland,,2,Top,2,0,0,Sinker,,BallCalled,,,,,0,0,,94.39861,-0.42612,-2.12398,2238.61943,240.7713,2:00:00,5.58026,3.13334,6.36484,-22.86541,8.98255,12.75816,2.55725,1.25117,83.70754,-5.76949,-0.33467,0.41673,,,,,,,,,,,,-7.68781,5.34427,-2.51983,50,5.61767,5.96688,-133.67797,-3.77347,-13.83137,30.35906,-22.559,Maryland,Maryland,shi01,NCAA D1,BIG10,85a9b74d-322b-480b-9da8-ea3113d671e4,8b681e68-3e9e-11ed-aabd-cf18e09422e0,94.58482,5.57871,3.13849,-0.40886,-2.18368,83.85416,2.55893,1.24738,-5.74223,-0.39566,0.41661,13.31055,7.63261,-26.77033,8.73195,1998.68241,-1008.30828,89.28192,-0.43596,-0.45042,-0.77914,,,,,,,,,,,,,,,,,0.97516,1,,,high,high,82.14124,-7.11984,54.95516,James Heffley,hefflja42,Maryland,Scrimmage,Home,23,0 - 0,0,HC,Fastball,92-95,,0,T 2 - 4 - 85a9b74d-322b-480b-9da8-ea3113d671e4,0,0,0,0,0,1,0,,Middle-Third,,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,96.04138,,0,0,0,0,0.25,0.25,0,0,,0,0,,0,,0,
Scrimmage,9/27/2022,15:57:28,4,3,Nate Haberthier,haberna43,,Maryland,Kevin Keister,keistke42,Right,Maryland,,2,Top,2,1,1,Sinker,,BallCalled,,,,,0,0,,94.04684,-0.56996,-1.53713,2151.29989,242.49482,2:00:00,5.54525,3.12863,6.31622,-23.8737,8.25107,12.39331,2.29581,1.74119,83.53387,-6.2578,0.45744,0.40794,,,,,,,,,,,,-7.05664,4.56361,-3.0026,50,5.47958,3.21628,-136.71443,-2.23193,-13.26974,31.95206,-23.59235,Maryland,Maryland,shi01,NCAA D1,BIG10,85a9b74d-322b-480b-9da8-ea3113d671e4,9dc8d638-3e9e-11ed-b293-6d7827defd8a,94.23046,5.54342,3.13368,-0.54949,-1.59569,83.6783,2.2977,1.73747,-6.22712,0.39743,0.4078,12.93441,6.8637,-29.01017,6.85504,1881.38418,-1043.30475,87.45337,-0.40388,-0.48496,-0.77568,,,,,,,,,,,,,,,,,0.99133,1,,,high,high,83.83046,-6.22205,55.00378,James Heffley,hefflja42,Maryland,Scrimmage,Home,25,1-Jan,0,HC,Fastball,92-95,,0,T 2 - 4 - 85a9b74d-322b-480b-9da8-ea3113d671e4,0,0,0,0,0,1,0,,Middle-Third,,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,96.04138,,0,0,0,0,0.25,0.25,0,0,,0,0,,0,,0,
Scrimmage,9/27/2022,15:57:43,4,4,Nate Haberthier,haberna43,,Maryland,Kevin Keister,keistke42,Right,Maryland,,2,Top,2,2,1,Sinker,,BallCalled,,,,,0,0,,92.43964,0.3677,-2.72105,2218.67569,241.54721,2:00:00,5.54506,3.04865,6.35036,-25.80013,8.96941,12.6876,3.82105,0.69101,81.94805,-3.56321,-0.7509,0.41498,,,,,,,,,,,,-7.41323,4.54298,-2.82061,50,5.56088,5.94034,-134.29085,-0.0117,-13.45643,30.70883,-23.92768,Maryland,Maryland,shi01,NCAA D1,BIG10,85a9b74d-322b-480b-9da8-ea3113d671e4,a72ad487-3e9e-11ed-b312-57bd77715710,92.62592,5.54326,3.05394,0.38761,-2.78191,82.09797,3.8229,0.6871,-3.53284,-0.81393,0.41484,13.29866,7.4679,-32.89643,21.17437,1862.91919,-1205.01199,83.96537,-0.40004,-0.54312,-0.73823,,,,,,,,,,,,,,,,,0.99178,1,,,high,high,109.05691,9.90767,54.96964,James Heffley,hefflja42,Maryland,Scrimmage,Home,26,1-Feb,0,HC,Fastball,92-95,,0,T 2 - 4 - 85a9b74d-322b-480b-9da8-ea3113d671e4,0,0,0,0,0,1,0,,,Inner-Third,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,96.04138,,0,0,0,0,0,0,0,0,,0,0,,0,,0,
Scrimmage,9/27/2022,16:00:08,1,1,Eli Stowe,,,Maryland,Sean Lane,lane-se42,Right,Maryland,,2,Bottom,0,0,0,Four-Seam,,StrikeCalled,,,,,0,0,,91.71714,-3.48291,-1.52291,2127.37363,190.88629,12:15:00,6.42025,1.1211,7.68907,-16.36898,15.67652,2.1597,1.97272,-0.18189,83.36621,-6.19245,-1.43363,0.40743,,,,,,,,,,,,-1.6491,9.77834,-1.02537,50,6.19313,3.48812,-133.41439,-8.56882,-2.96027,29.78679,-14.62108,Maryland,Maryland,shi01,NCAA D1,BIG10,85a9b74d-322b-480b-9da8-ea3113d671e4,fd901278-3e9e-11ed-af21-7d674a3f5992,91.89659,6.42049,1.1223,-3.48646,-1.53758,83.52132,1.97292,-0.1828,-6.18854,-1.44869,0.4073,2.29213,14.60057,-24.16866,85.06869,1940.89706,-870.99779,91.23442,-0.89593,-0.40942,-0.17231,,,,,,,,,,,,,,,,,0.99713,1,,,high,high,13.43796,-78.02236,53.63093,Luke Shliger,shliglu42,Maryland,Scrimmage,Home,1,0 - 0,0,HC,Fastball,92-95,,0,B 2 - 1 - 85a9b74d-322b-480b-9da8-ea3113d671e4,0,0,0,0,0,1,1,,Bottom-Third,Middle-Third,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,-2,0,0,-2,0,0,,0,0,,0,,0,
Scrimmage,9/27/2022,16:00:19,1,2,Eli Stowe,,,Maryland,Sean Lane,lane-se42,Right,Maryland,,2,Bottom,0,0,1,Slider,,BallCalled,,,,,0,0,,84.17165,-0.66174,-1.21099,2233.11467,59.31241,8:00:00,6.00207,1.74755,7.55975,-38.48102,-0.38719,-6.05895,1.68279,-1.48517,75.1614,-8.70712,-4.61956,0.44422,,,,,,,,,,,,3.02251,-0.02412,-1.66567,50,5.94345,2.74904,-122.64764,-2.41023,4.58598,25.13892,-32.21065,Maryland,Maryland,shi01,NCAA D1,BIG10,85a9b74d-322b-480b-9da8-ea3113d671e4,04037a97-3e9f-11ed-85ed-796720ed7428,84.28849,5.99604,1.74942,-0.58711,-1.2348,75.24391,1.68788,-1.48648,-8.62396,-4.64076,0.44412,-5.83987,-2.34352,-75.40902,38.35394,562.55941,-2161.09417,25.19169,0.12857,-0.96775,0.21664,,,,,,,,,,,,,,,,,0.8181,1,,,high,high,124.51853,-8.27412,53.76025,Luke Shliger,shliglu42,Maryland,Scrimmage,Home,2,0 - 1,0,HC,Breaking,,,0,B 2 - 1 - 85a9b74d-322b-480b-9da8-ea3113d671e4,0,0,0,0,0,1,0,,Bottom-Third,,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0.25,0.25,0,0,,0,0,,0,,0,
Scrimmage,9/27/2022,16:01:08,1,5,Eli Stowe,,,Maryland,Sean Lane,lane-se42,Right,Maryland,,2,Bottom,0,3,1,Four-Seam,,BallCalled,Walk,Walk,,,0,0,,94.60427,-4.41089,-2.15773,,,,6.45531,1.04828,7.74579,,,,1.11192,-2.18172,84.13393,-7.55951,-3.73569,0.40463,,,,,,,,,,,,-2.36336,-10.50804,-1.13872,50,3.58928,9.5888,-134.84776,3.13309,-4.28045,33.80049,-51.20595,Maryland,Maryland,shi01,NCAA D1,BIG10,85a9b74d-322b-480b-9da8-ea3113d671e4,20c95791-3e9f-11ed-a192-4fe7d0b3aaf3,94.68995,6.44407,1.04612,-4.2747,-2.13113,84.18209,1.12084,-2.17988,-7.41484,-3.70556,0.40457,3.04097,-20.15792,37.54811,88.42911,2860.79417,2198.98356,79.28419,0.79108,0.60943,-0.05284,,,,,,,,,,,,,,,,,0.95276,1,,,high,high,10.41389,34.27087,53.57421,Luke Shliger,shliglu42,Maryland,Scrimmage,Home,5,1-Mar,0,HC,Fastball,92-95,,1,B 2 - 1 - 85a9b74d-322b-480b-9da8-ea3113d671e4,0,0,0,0,0,1,0,,,,0,0,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0.25,0.25,0,1,,0,0,,1,,0,1
Scrimmage,9/27/2022,16:02:07,2,2,Eli Stowe,,,Maryland,Simmi Whitehill,,,Maryland,,2,Bottom,0,0,1,Four-Seam,,BallCalled,,,,,0,0,,92.29237,-1.0693,-1.60454,2208.38835,193.70036,12:30:00,6.55563,1.45681,,-19.60717,17.77254,3.4957,4.0009,0.34202,84.42427,-3.66428,-0.09375,0.44674,,,,,,,,,,,,-2.05173,8.80595,-1.21549,50,6.35394,3.54829,-133.29412,-3.60657,-3.66889,30.27685,-16.42727,Maryland,Maryland,shi01,NCAA D1,BIG10,85a9b74d-322b-480b-9da8-ea3113d671e4,4459217d-3e9f-11ed-9301-eda2fbb53232,92.5298,6.55592,1.45943,-1.07321,-1.63025,84.61931,4.0012,0.34038,-3.65894,-0.11864,0.44654,3.75127,16.31755,-33.14098,78.91847,1849.14528,-1207.32798,83.73279,-0.8135,-0.5467,-0.19832,,,,,,,,,,,,,,,,,0.99695,1,,,high,high,18.97342,-46.94342,58.83265,Luke Shliger,shliglu42,Maryland,Scrimmage,Home,7,0 - 1,0,HC,Fastball,92-95,,0,B 2 - 2 - 85a9b74d-322b-480b-9da8-ea3113d671e4,0,0,0,0,0,1,0,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0.25,0.25,0,0,,0,0,,0,,0,
Scrimmage,9/27/2022,16:02:25,2,3,Eli Stowe,,,Maryland,Simmi Whitehill,,,Maryland,,2,Bottom,0,1,1,Curveball,,BallCalled,,,,,0,0,,79.86207,-0.74837,-0.95101,2156.79957,21.34861,6:45:00,6.23618,1.28884,6.72228,-54.68457,-11.48916,-6.46769,0.97881,0.267,73.93039,-10.76323,-1.54428,0.47303,,,,,,,,,,,,3.39996,-6.05155,-1.07239,50,5.95301,0.84047,-117.38718,-2.67149,4.67782,25.11873,-40.50004,Maryland,Maryland,shi01,NCAA D1,BIG10,85a9b74d-322b-480b-9da8-ea3113d671e4,4e8fc8ab-3e9f-11ed-a779-775ceba57b96,79.94405,6.22459,1.28976,-0.61208,-0.96222,73.96985,0.98728,0.2665,-10.62914,-1.55225,0.47296,-6.36604,-14.60898,-36.81895,65.42761,1726.58961,-1292.54506,80.05332,0.7456,-0.59929,0.29143,,,,,,,,,,,,,,,,,0.99719,1,,,high,high,31.11516,48.91789,54.59772,Luke Shliger,shliglu42,Maryland,Scrimmage,Home,8,1-Jan,0,HC,Breaking,,,0,B 2 - 2 - 85a9b74d-322b-480b-9da8-ea3113d671e4,0,0,0,0,0,1,0,,,Middle-Third,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0.25,0.25,0,0,,0,0,,0,,0,
Scrimmage,9/27/2022,16:02:46,2,4,Eli Stowe,,,Maryland,Simmi Whitehill,,,Maryland,,2,Bottom,0,2,1,Four-Seam,,BallCalled,,,,,0,0,,94.02587,-1.52936,-0.01529,2272.95634,193.16033,12:30:00,6.52213,1.06176,7.52127,-15.20671,15.42457,2.8778,3.86109,0.33837,83.94819,-3.79791,-0.29191,0.39834,,,,,,,,,,,,-1.60493,9.02901,-1.0619,50,6.4146,-0.04702,-136.97349,-4.09857,-3.03126,31.90577,-15.12076,Maryland,Maryland,shi01,NCAA D1,BIG10,85a9b74d-322b-480b-9da8-ea3113d671e4,5b6d09a1-3e9f-11ed-a81a-955a5d3e56b9,94.21412,6.52262,1.06328,-1.53608,-0.03397,84.11118,3.86113,0.33716,-3.79669,-0.3118,0.39821,3.04691,14.36891,-28.28866,80.81125,2001.49975,-1077.18581,88.05711,-0.85744,-0.47391,-0.20049,,,,,,,,,,,,,,,,,0.99728,1,,,high,high,17.26974,26.80121,53.79873,Luke Shliger,shliglu42,Maryland,Scrimmage,Home,9,1-Feb,0,HC,Fastball,92-95,,0,B 2 - 2 - 85a9b74d-322b-480b-9da8-ea3113d671e4,0,0,0,0,0,1,0,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0.25,0.25,0,0,,0,0,,0,,0,
Scrimmage,9/27/2022,16:03:14,2,5,Eli Stowe,,,Maryland,Simmi Whitehill,,,Maryland,,2,Bottom,0,3,1,Four-Seam,,StrikeSwinging,,,,,0,0,,92.11754,-3.18693,-1.4326,2230.07453,192.22317,12:30:00,6.54477,1.01477,7.6526,-16.38848,15.40678,2.29616,2.26884,-0.10061,84.14087,-6.30894,-0.99226,0.40584,,,,,,,,,,,,-1.69805,9.5312,-0.92392,50,6.33433,3.28865,-134.03369,-7.91769,-3.07616,30.09518,-14.9075,Maryland,Maryland,shi01,NCAA D1,BIG10,85a9b74d-322b-480b-9da8-ea3113d671e4,6bc9e4dc-3e9f-11ed-bb94-51473f6ae96d,92.2972,6.54498,1.01617,-3.19017,-1.44986,84.30849,2.26911,-0.10198,-6.30445,-1.01101,0.4057,2.45199,14.33264,-31.20225,87.297,1907.48074,-1155.31364,85.53439,-0.83595,-0.51806,-0.18109,,,,,,,,,,,,,,,,,0.92635,1,,,high,medium,11.43258,31.70678,53.6674,Luke Shliger,shliglu42,Maryland,Scrimmage,Home,10,1-Mar,0,HC,Fastball,92-95,,0,B 2 - 2 - 85a9b74d-322b-480b-9da8-ea3113d671e4,0,0,0,0,1,0,1,,Middle-Third,Middle-Third,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,0,,0,
Scrimmage,9/27/2022,16:03:32,2,6,Eli Stowe,,,Maryland,Simmi Whitehill,,,Maryland,,2,Bottom,0,3,2,Four-Seam,,Foul,,,,,0,0,,92.08809,-1.59311,-1.388,2216.69506,191.30236,12:30:00,6.61116,0.97312,7.45618,-16.66301,15.35933,2.27592,3.90689,0.00216,84.06308,-3.9314,-0.2723,0.40728,,,,,,,,,,,,-1.66971,8.98796,-0.88044,50,6.49676,3.18348,-134.09662,-4.21145,-3.02416,30.43587,-15.89522,Maryland,Maryland,shi01,NCAA D1,BIG10,85a9b74d-322b-480b-9da8-ea3113d671e4,7713c459-3e9f-11ed-8290-634475b41915,92.27303,6.6114,0.97454,-1.59667,-1.40554,84.2244,3.90709,0.00106,-3.92761,-0.29052,0.40715,2.43498,14.23907,-31.92199,82.02512,1881.46169,-1172.10874,84.87688,-0.83231,-0.52876,-0.16635,,,,,,,,,,,,,,,,,0.99815,1,,,high,high,16.17724,31.94277,53.86382,Luke Shliger,shliglu42,Maryland,Scrimmage,Home,11,2-Mar,0,FC,Fastball,92-95,,0,B 2 - 2 - 85a9b74d-322b-480b-9da8-ea3113d671e4,0,0,0,0,1,0,0,,,Middle-Third,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,-1,0,-1,0,0,,0,0,,0,,0,
Scrimmage,9/27/2022,16:03:52,2,7,Eli Stowe,,,Maryland,Simmi Whitehill,,,Maryland,,2,Bottom,0,3,2,Four-Seam,,BallCalled,Walk,Walk,,,0,0,,94.97569,-3.57376,-1.02678,2239.58963,193.44717,12:30:00,6.48382,0.80313,7.61202,-14.85356,15.11414,2.56868,1.95897,-0.98845,85.59785,-5.99708,-2.16191,0.394,,,,,,,,,,,,-1.7297,9.46493,-0.73766,50,6.2465,2.40224,-138.1507,-9.05629,-3.32969,31.90862,-13.95397,Maryland,Maryland,shi01,NCAA D1,BIG10,85a9b74d-322b-480b-9da8-ea3113d671e4,82ddc3b3-3e9f-11ed-8fc0-cd9a09fd38e9,95.15794,6.4842,0.80451,-3.57907,-1.04387,85.75728,1.95903,-0.98954,-5.99559,-2.17975,0.39387,2.72281,14.1295,-29.78863,83.35785,1943.65941,-1112.63192,86.78641,-0.84407,-0.4968,-0.20182,,,,,,,,,,,,,,,,,0.99745,1,,,high,high,14.97786,45.04887,53.70798,Luke Shliger,shliglu42,Maryland,Scrimmage,Home,12,2-Mar,0,FC,Fastball,92-95,,1,B 2 - 2 - 85a9b74d-322b-480b-9da8-ea3113d671e4,0,0,0,0,0,1,0,,Bottom-Third,,0,1,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,1,,0,0,,1,,0,1
Scrimmage,9/27/2022,16:04:34,3,1,Eli Stowe,,,Maryland,Michael Bouma,boumami42,Right,Maryland,,2,Bottom,0,0,0,Four-Seam,,StrikeCalled,,,,,0,0,,94.7213,-4.142,-0.05213,2267.97256,191.19027,12:15:00,6.53674,0.8264,7.60423,-14.3732,15.79574,2.17918,1.76213,-0.45732,84.11712,-6.19722,-1.48947,0.39532,,,,,,,,,,,,-1.23012,10.00757,-0.82386,50,6.26211,0.06277,-137.70882,-10.3849,-2.35286,31.70526,-13.03246,Maryland,Maryland,shi01,NCAA D1,BIG10,85a9b74d-322b-480b-9da8-ea3113d671e4,9bae1db3-3e9f-11ed-ab84-f1b3144459a0,94.90529,6.5373,0.82762,-4.14942,-0.0669,84.27443,1.76212,-0.45828,-6.1968,-1.50518,0.39519,2.3125,14.82292,-24.98833,87.39906,2055.67643,-958.06782,90.63939,-0.88916,-0.42243,-0.1759,,,,,,,,,,,,,,,,,0.99811,1,,,high,high,11.34062,30.02793,53.71577,Luke Shliger,shliglu42,Maryland,Scrimmage,Home,13,0 - 0,0,HC,Fastball,92-95,,0,B 2 - 3 - 85a9b74d-322b-480b-9da8-ea3113d671e4,0,0,0,0,0,1,1,,Bottom-Third,Outer-Third,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,-2,0,0,-2,0,0,,0,0,,0,,0,
Scrimmage,9/27/2022,16:04:55,3,2,Eli Stowe,,,Maryland,Michael Bouma,boumami42,Right,Maryland,,2,Bottom,0,0,1,Slider,,BallCalled,,,,,0,0,,84.28083,1.03703,-0.38518,2360.8353,73.67088,8:30:00,6.09373,1.77048,7.36602,-38.85223,0.59064,-7.76366,3.92825,-0.17537,75.92205,-5.55533,-3.07033,0.4454,,,,,,,,,,,,4.23678,-0.26127,-1.7405,50,6.14876,1.03753,-122.77682,1.19172,6.43888,25.29862,-32.57112,Maryland,Maryland,shi01,NCAA D1,BIG10,85a9b74d-322b-480b-9da8-ea3113d671e4,a88c4b8a-3e9f-11ed-ad07-71415ddb7db7,84.40381,6.08768,1.77161,1.1129,-0.39982,76.01498,3.93334,-0.17617,-5.47157,-3.0831,0.44529,-7.59593,-1.51877,-70.40358,10.37195,791.8071,-2224.09191,33.53928,0.0943,-0.94208,0.32186,,,,,,,,,,,,,,,,,0.99703,1,,,high,high,80.66524,-25.72795,53.95398,Luke Shliger,shliglu42,Maryland,Scrimmage,Home,14,0 - 1,0,HC,Breaking,,,0,B 2 - 3 - 85a9b74d-322b-480b-9da8-ea3113d671e4,0,0,0,0,0,1,0,,,Middle-Third,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0.25,0.25,0,0,,0,0,,0,,0,
Scrimmage,9/27/2022,16:05:17,3,3,Eli Stowe,,,Maryland,Michael Bouma,boumami42,Right,Maryland,,2,Bottom,0,1,1,Curveball,,StrikeCalled,,,,,0,0,,81.07022,0.63358,-0.65735,2430.32309,23.30801,6:45:00,6.26507,1.34805,7.49391,-54.60097,-12.11831,-7.28391,2.15812,-0.33919,73.34551,-9.89086,-2.94782,0.46394,,,,,,,,,,,,3.76216,-7.0356,-1.30127,50,6.28565,1.53305,-118.06362,-0.04027,5.23305,25.52429,-41.96036,Maryland,Maryland,shi01,NCAA D1,BIG10,85a9b74d-322b-480b-9da8-ea3113d671e4,b53ecc8f-3e9f-11ed-bf90-4915275118be,81.15097,6.25426,1.34872,0.76889,-0.66612,73.37998,2.16699,-0.33967,-9.7503,-2.95538,0.46386,-7.18681,-15.25198,-36.08075,57.69876,1964.15743,-1431.27772,80.81878,0.74223,-0.58892,0.31978,,,,,,,,,,,,,,,,,0.90877,1,,,high,high,38.07118,66.30065,53.82609,Luke Shliger,shliglu42,Maryland,Scrimmage,Home,15,1-Jan,0,HC,Breaking,,,0,B 2 - 3 - 85a9b74d-322b-480b-9da8-ea3113d671e4,0,0,0,0,0,1,1,,Bottom-Third,Outer-Third,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,0,,0,
